iter	Logloss
396	0.3619320943
397	0.3618614885
398	0.3617606127
399	0.3615907578
400	0.3614576228
401	0.3613307636
402	0.3611633707
403	0.3610262707
404	0.360839242
405	0.3606999134
406	0.3605377396
407	0.3604424887
408	0.3603246542
409	0.3602366519
410	0.3600595705
411	0.3599364632
412	0.3598294284
413	0.3597275327
414	0.3595640038
415	0.3594422824
416	0.3593159106
417	0.3592237853
418	0.3591029685
419	0.3589748178
420	0.3588436296
421	0.358770829
422	0.3586524769
423	0.3585526426
424	0.3584132905
425	0.3583142848
426	0.3582220962
427	0.3580068496
428	0.3579109495
429	0.3578224165
430	0.3576744581
431	0.3575957687
432	0.3575207252
433	0.3574136312
434	0.3573329943
435	0.3572053899
436	0.3570099132
437	0.3569351503
438	0.3567903078
439	0.3566011417
440	0.3564462216
441	0.356290261
442	0.3562020539
443	0.3560078038
444	0.355930543
445	0.3558081416
446	0.3557437388
447	0.3556298053
448	0.3554420309
449	0.3553232303
450	0.355191216
451	0.3550569958
452	0.3549700214
453	0.3548932088
454	0.354807527
455	0.354670773
456	0.3545768959
457	0.3544927094
458	0.3543994055
459	0.3543346904
460	0.3542559196
461	0.3540637916
462	0.3539867554
463	0.3538956156
464	0.3536666643
465	0.3535449155
466	0.35342895
467	0.3532215404
468	0.3531297341
469	0.3530164244
470	0.3529338478
471	0.3528608372
472	0.3527434443
473	0.3526263589
474	0.3525431536
475	0.3523571519
476	0.3522476412
477	0.352103576
478	0.3519505999
479	0.351845703
480	0.3517264681
481	0.3516483832
482	0.3515447303
483	0.3514099931
484	0.3512549389
485	0.3511481972
486	0.3511279711
487	0.3510525814
488	0.3509408345
489	0.3507902062
490	0.350695568
491	0.3505505341
492	0.3504342318
493	0.3503169467
494	0.3501911137
495	0.3500354062
496	0.3499116013
497	0.3497912076
498	0.3496940764
499	0.3496308649
500	0.3494734634
501	0.3493125644
502	0.3492488642
503	0.3491493821
504	0.3489965421
505	0.3488509742
506	0.3487963953
507	0.348738012
508	0.3486121194
509	0.3485254407
510	0.3484027553
511	0.3482857786
512	0.3481432472
513	0.3480110743
514	0.3479236978
515	0.3478478304
516	0.3477691818
517	0.3476080531
518	0.3474230138
519	0.3473131857
520	0.347215845
521	0.347128839
522	0.3470103359
523	0.3469230971
524	0.346808226
525	0.3466710972
526	0.3465651019
527	0.3464061085
528	0.3463333021
529	0.3461979035
530	0.3461278736
531	0.3459972926
532	0.3459074805
533	0.3457572591
534	0.3456400395
535	0.3455204833
536	0.3454058302
537	0.3453126988
538	0.3451949224
539	0.3451010231
540	0.3450027403
541	0.3449434375
542	0.3448103898
543	0.344744444
544	0.3446827569
545	0.3445794861
546	0.3444508073
547	0.3443538082
548	0.3442715733
549	0.3442081024
550	0.3441191324
551	0.3440171705
552	0.3439045264
553	0.3438514151
554	0.3437531398
555	0.3436180349
556	0.3435556661
557	0.3434704328
558	0.3434089905
559	0.3433235217
560	0.3432324672
561	0.3431391929
562	0.3430258312
563	0.3429212655
564	0.3428321464
565	0.3427469121
566	0.3426204435
567	0.3424360706
568	0.3422974461
569	0.3421434744
570	0.3420722966
571	0.3419418105
572	0.341794333
573	0.3416380087
574	0.3415715555
575	0.3414897173
576	0.3414221986
577	0.3412597444
578	0.3411359626
579	0.3410093934
580	0.3409441082
581	0.3408243518
582	0.3407482641
583	0.3406206361
584	0.3405720643
585	0.3404449968
586	0.3403481038
587	0.3402261522
588	0.3401407649
589	0.3400489251
590	0.3399712855
591	0.3398670857
592	0.3397948289
593	0.3396730407
594	0.3395917521
595	0.3395082892
596	0.3394023624
597	0.3393115578
598	0.339193292
599	0.3391013314
600	0.3389762721
601	0.3389208428
602	0.3388567441
603	0.3387734611
604	0.3386608801
605	0.3385127461
606	0.338420568
607	0.3382944508
608	0.3382173878
609	0.3381686924
610	0.3380613332
611	0.3380010679
612	0.3378425452
613	0.3377853557
614	0.3376801211
615	0.3375353802
616	0.3373838447
617	0.3372767347
618	0.3371116213
619	0.3369644505
620	0.3368848616
621	0.3368060906
622	0.3367239113
623	0.3365560853
624	0.3364385879
625	0.3363543548
626	0.3362453379
627	0.3361422471
628	0.3360113473
629	0.3359307106
630	0.335774108
631	0.3357216777
632	0.3356217741
633	0.3354930198
634	0.335434788
635	0.3353497449
636	0.3352680688
637	0.3351915293
638	0.3350730281
639	0.3349583467
640	0.3348387197
641	0.3347200922
642	0.3345470034
643	0.3344113724
644	0.3343232709
645	0.3342673292
646	0.3341795441
647	0.3340070439
648	0.333892871
649	0.333802521
650	0.3337411913
651	0.3336182411
652	0.3335288067
653	0.3334698637
654	0.3333787777
655	0.3332521041
656	0.3331679203
657	0.3330541402
658	0.3329572566
659	0.3328808653
660	0.3327707933
661	0.3326978086
662	0.3325962741
663	0.3324882913
664	0.3323736438
665	0.3323205353
666	0.3322006877
667	0.3320743288
668	0.3319776549
669	0.3318761145
670	0.3318113115
671	0.3317390531
672	0.3316735653
673	0.3316229711
674	0.331459974
675	0.331377472
676	0.3312942148
677	0.3312339688
678	0.3310660725
679	0.3310116799
680	0.3308926142
681	0.3308235149
682	0.3307612101
683	0.330695552
684	0.330623885
685	0.3305663624
686	0.3304673249
687	0.3303690335
688	0.3302916115
689	0.3302427583
690	0.3301452871
691	0.3300032487
692	0.3299050593
693	0.3297523756
694	0.3297043019
695	0.3296078423
696	0.3295011458
697	0.3294336523
698	0.3293481631
699	0.3292791242
700	0.3291792166
701	0.3291185256
702	0.3290034286
703	0.3289140218
704	0.328821743
705	0.3286769791
706	0.3285668124
707	0.3285032939
708	0.3284404003
709	0.3283245416
710	0.3282062769
711	0.3281151576
712	0.3279701562
713	0.3278605741
714	0.3277728265
715	0.3276394972
716	0.3275051587
717	0.3273752604
718	0.3273299806
719	0.3272235306
720	0.3271153681
721	0.3270247979
722	0.3268814737
723	0.3268405548
724	0.3267549978
725	0.3266495427
726	0.3265837175
727	0.3264932587
728	0.3264418667
729	0.3263374843
730	0.3262451533
731	0.3261020867
732	0.3259829564
733	0.3259101144
734	0.3258044862
735	0.325716796
736	0.3256206514
737	0.3255319327
738	0.3254856739
739	0.3254089042
740	0.3253244236
741	0.3252133554
742	0.325153692
743	0.3249993201
744	0.3248900699
745	0.3248071377
746	0.3247226013
747	0.3246341325
748	0.324589953
749	0.3245018137
750	0.3244194907
751	0.324323278
752	0.324268717
753	0.3241032771
754	0.323998755
755	0.3238987455
756	0.3238064777
757	0.3236831134
758	0.3236404577
759	0.3235537202
760	0.3234516029
761	0.3233348205
762	0.3232125928
763	0.3231247912
764	0.3230255578
765	0.322940051
766	0.322795889
767	0.3227150318
768	0.3226548412
769	0.3224926259
770	0.3224348314
771	0.3223526322
772	0.3222006033
773	0.3221331904
774	0.3220657319
775	0.3219477815
776	0.3218607569
777	0.3217807077
778	0.3216678204
779	0.3215295729
780	0.3214207013
781	0.3212899578
782	0.3211738463
783	0.3210702386
784	0.3209738079
785	0.320890009
786	0.3207884523
787	0.3207405739
788	0.3206204254
789	0.3205434294
790	0.320412422
791	0.3203170819
792	0.3202141311
793	0.3201260842
794	0.3200713086
795	0.319991994
796	0.3198943841
797	0.3197841916
798	0.3196847099
799	0.3195590572
800	0.3194594155
801	0.3194166966
802	0.3193317545
803	0.3192693665
804	0.3192050556
805	0.3191272906
806	0.3190451653
807	0.3189543146
808	0.318909331
809	0.318854086
810	0.3187561384
811	0.3185859024
812	0.3184711011
813	0.3183790174
814	0.3183137339
815	0.3182185248
816	0.3181271672
817	0.3180204958
818	0.3179352222
819	0.3178243144
820	0.3177810397
821	0.3177433074
822	0.3176412529
823	0.3175890196
824	0.317510366
825	0.3173923729
826	0.3173115246
827	0.3171598573
828	0.3170554337
829	0.3169654122
830	0.3169242103
831	0.3168535463
832	0.3167789134
833	0.316697395
834	0.316598059
835	0.3165512169
836	0.3164554046
837	0.3163637936
838	0.3162855831
839	0.3162249085
840	0.3161722218
841	0.3160863523
842	0.3160075859
843	0.3159266671
844	0.3158244127
845	0.3157524689
846	0.3156004989
847	0.3155274335
848	0.3154590436
849	0.3153884951
850	0.3153406586
851	0.315208327
852	0.3151286308
853	0.3150630369
854	0.3149025734
855	0.314838661
856	0.3147697835
857	0.3146824154
858	0.3146212221
859	0.314541437
860	0.3144597643
861	0.314367301
862	0.3143245731
863	0.3142539389
864	0.3141134454
865	0.3140596067
866	0.313937619
867	0.3138333881
868	0.3137707346
869	0.3136215253
870	0.3135359399
871	0.3134600998
872	0.313419737
873	0.3133435033
874	0.3132703184
875	0.3132041109
876	0.3131235122
877	0.3129980643
878	0.3128851503
879	0.3127435534
880	0.3126799056
881	0.3126124913
882	0.3125447887
883	0.3124911589
884	0.3124115455
885	0.3123283718
886	0.3122573678
887	0.3121863247
888	0.3120725501
889	0.3120156961
890	0.3119267675
891	0.3118408192
892	0.3117756272
893	0.311727881
894	0.3116408275
895	0.3115910058
896	0.3114348543
897	0.3113829224
898	0.3113434726
899	0.311267031
900	0.3110970407
901	0.3109980879
902	0.3109092
903	0.3108434471
904	0.3107650591
905	0.3106825869
906	0.3105952183
907	0.3105015283
908	0.3103276216
909	0.3102619201
910	0.3101877729
911	0.3100812912
912	0.3099867784
913	0.3098756799
914	0.3097870147
915	0.3097168549
916	0.3096656528
917	0.309620468
918	0.309554399
919	0.3094496318
920	0.3093975086
921	0.3093186583
922	0.3092461356
923	0.3091923713
924	0.3091088432
925	0.3090223164
926	0.3089683529
927	0.3088028484
928	0.3086792145
929	0.3085920257
930	0.3084834548
931	0.3084234392
932	0.3083729669
933	0.3082954956
934	0.3082058613
935	0.3081054987
936	0.3080208666
937	0.3079357311
938	0.3078843395
939	0.30783573
940	0.3077189084
941	0.3076524754
942	0.30759311
943	0.3074617127
944	0.307371301
945	0.3073044272
946	0.3072480658
947	0.3071770259
948	0.3071236456
949	0.3070712015
950	0.3070320996
951	0.3068813798
952	0.3067236622
953	0.3066666576
954	0.3066202049
955	0.3065683451
956	0.3065115194
957	0.3064730995
958	0.3063907391
959	0.3063144117
960	0.3062676004
961	0.3061915955
962	0.3060667083
963	0.3059937545
964	0.3059459846
965	0.305878013
966	0.3057692598
967	0.3056981938
968	0.3055780151
969	0.3054614404
970	0.3053624655
971	0.3052627042
972	0.3051779251
973	0.305027875
974	0.3049556432
975	0.3048842212
976	0.3047942137
977	0.3047498242
978	0.3046352204
979	0.3045994942
980	0.3045158024
981	0.3044300783
982	0.3043020004
983	0.3042297448
984	0.3040893755
985	0.3040481309
986	0.3039762831
987	0.3039387356
988	0.3038843447
989	0.3038265933
990	0.3037717655
991	0.3036920881
992	0.3036416395
993	0.3035598395
994	0.3035046128
995	0.3033807911
996	0.3032911451
997	0.3032043687
998	0.3030949568
999	0.3030131632
